"data","faturamento","qtd_vendas","ticket_medio"
"2021-03-22","189780.64","32","5930.65"
"2020-12-30","187096.92","30","6236.56"
"2015-03-07","120021.00","25","4800.84"
"2022-09-30","186537.54","34","5486.40"
"2024-07-02","291691.05","38","7676.08"
"2015-03-08","89265.00","26","3433.27"
"2024-06-09","269731.16","38","7098.19"
"2017-10-07","53224.00","18","2956.89"
"2024-10-08","234604.35","38","6173.80"
"2023-11-28","238356.39","36","6621.01"
"2025-07-16","336432.84","41","8205.68"
"2016-11-16","92482.00","32","2890.06"
"2024-07-13","221999.01","38","5842.08"
"2021-01-09","218560.82","32","6830.03"
"2019-09-26","234970.23","29","8102.42"
"2019-04-22","174338.80","29","6011.68"
"2015-09-17","82205.00","30","2740.17"
"2020-09-11","282846.10","31","9124.07"
"2017-10-15","70494.00","27","2610.89"
"2021-06-10","295557.93","31","9534.13"
"2019-08-27","231489.73","29","7982.40"
"2023-12-02","244525.87","35","6986.45"
"2023-05-19","222076.32","35","6345.04"
"2023-05-16","267433.42","36","7428.71"
"2016-03-26","50396.00","21","2399.81"
"2021-01-17","270218.73","32","8444.34"
"2019-11-20","247120.68","29","8521.40"
"2015-03-27","90930.00","24","3788.75"
"2018-06-03","215383.14","26","8283.97"
"2025-10-30","362518.26","41","8841.91"
"2016-02-02","57303.00","18","3183.50"
"2022-05-31","327147.55","33","9913.56"
"2021-10-21","187080.66","31","6034.86"
"2018-09-11","250223.40","27","9267.53"
"2015-02-05","149029.00","31","4807.39"
"2018-03-30","154824.70","26","5954.80"
"2016-09-14","60051.00","28","2144.68"
"2021-03-19","210803.39","31","6800.11"
"2020-08-01","277532.02","30","9251.07"
"2025-10-22","301709.74","41","7358.77"
"2025-04-20","311455.79","40","7786.39"
"2018-05-19","208077.61","26","8002.99"
"2025-12-22","324211.64","45","7204.70"
"2025-10-06","409953.70","41","9998.87"
"2019-11-30","228357.08","29","7874.38"
"2020-10-03","195896.62","30","6529.89"
"2016-12-24","120359.00","33","3647.24"
"2015-12-25","76601.00","23","3330.48"
"2021-06-20","211948.51","32","6623.39"
"2023-09-09","195615.80","35","5589.02"
"2016-04-11","47157.00","23","2050.30"
"2023-08-05","239333.60","35","6838.10"
"2015-03-09","122568.00","26","4714.15"
"2025-10-28","304933.96","41","7437.41"
"2021-09-17","170036.93","32","5313.65"
"2021-07-21","213263.40","32","6664.48"
"2017-07-15","129395.00","33","3921.06"
"2023-05-18","208312.19","35","5951.78"
"2021-12-18","223623.41","31","7213.66"
"2025-05-26","285356.71","41","6959.92"
"2022-01-29","285642.23","34","8401.24"
"2019-09-15","246856.15","29","8512.28"
"2019-06-11","203989.17","29","7034.11"
"2024-08-25","302923.38","38","7971.67"
"2024-09-27","227390.51","39","5830.53"
"2015-08-05","136693.00","33","4142.21"
"2024-05-15","293963.57","38","7735.88"
"2018-03-09","182072.24","26","7002.78"
"2021-12-17","261583.91","31","8438.19"
"2018-07-24","224803.05","26","8646.27"
"2018-07-21","161218.66","27","5971.06"
"2022-11-22","228726.74","34","6727.26"
"2022-07-28","195052.30","33","5910.68"
"2021-09-30","272726.12","31","8797.62"
"2017-08-22","73913.00","25","2956.52"
"2024-10-28","373199.63","39","9569.22"
"2019-02-22","181562.54","29","6260.78"
"2016-02-18","152046.00","28","5430.21"
"2023-12-12","208142.91","35","5946.94"
"2022-02-08","241472.85","34","7102.14"
"2018-09-15","157090.55","26","6041.94"
"2018-02-28","120312.31","26","4627.40"
"2025-06-08","333758.54","41","8140.45"
"2018-07-27","185535.64","26","7135.99"
"2021-04-13","263671.41","32","8239.73"
"2018-05-06","226313.67","26","8704.37"
"2020-11-05","255548.03","30","8518.27"
"2019-11-23","227235.80","29","7835.72"
"2019-11-14","184474.84","29","6361.20"
"2016-10-25","75164.00","33","2277.70"
"2023-04-13","288030.71","36","8000.85"
"2017-05-05","146917.00","36","4081.03"
"2015-07-05","84356.00","21","4016.95"
"2023-11-01","205300.11","35","5865.72"
"2022-02-01","347506.76","33","10530.51"
"2015-12-09","100401.00","25","4016.04"
"2022-05-02","194756.50","33","5901.71"
"2018-07-25","228144.93","26","8774.81"
"2016-01-19","131101.00","22","5959.14"
"2023-06-04","188676.42","36","5241.01"
"2018-06-17","166625.35","27","6171.31"
"2020-02-21","222462.74","30","7415.42"
"2023-09-22","302647.00","35","8647.06"
"2019-12-22","241251.25","29","8319.01"
"2018-01-12","154345.20","26","5936.35"
"2018-12-24","127984.66","26","4922.49"
"2020-11-06","253865.58","30","8462.19"
"2020-09-02","195927.36","30","6530.91"
"2017-04-08","183451.00","30","6115.03"
"2025-01-09","337842.90","40","8446.07"
"2015-07-17","49239.00","18","2735.50"
"2025-09-19","245909.94","40","6147.75"
"2023-07-27","200086.91","36","5557.97"
"2020-10-12","253670.43","30","8455.68"
"2019-05-06","227215.76","29","7835.03"
"2020-03-05","145147.72","30","4838.26"
"2025-03-27","371250.22","41","9054.88"
"2020-11-02","240554.31","30","8018.48"
"2022-03-23","159434.28","34","4689.24"
"2018-08-18","251633.19","26","9678.20"
"2025-06-04","350505.07","41","8548.90"
"2019-05-16","166530.14","29","5742.42"
"2016-12-07","63331.00","24","2638.79"
"2019-04-27","272059.76","29","9381.37"
"2024-08-12","311580.87","38","8199.50"
"2017-11-22","112972.00","31","3644.26"
"2022-08-14","231718.76","34","6815.26"
"2019-01-05","195216.24","29","6731.59"
"2020-02-18","267586.67","30","8919.56"
"2018-06-10","191411.09","26","7361.97"
"2021-04-16","253907.17","31","8190.55"
"2020-02-02","124661.83","30","4155.39"
"2023-06-18","289255.34","36","8034.87"
"2016-09-17","106348.00","24","4431.17"
"2019-06-06","218848.43","29","7546.50"
"2024-08-04","276678.89","39","7094.33"
"2025-08-13","324251.36","41","7908.57"
"2015-12-03","74920.00","13","5763.08"
"2025-04-28","362811.20","41","8849.05"
"2020-05-01","209699.32","30","6989.98"
"2023-06-23","354244.41","35","10121.27"
"2025-08-10","337736.29","41","8237.47"
"2015-09-09","115926.00","25","4637.04"
"2015-01-01","57916.00","26","2227.54"
"2015-08-24","24995.00","21","1190.24"
"2025-06-06","281354.75","41","6862.31"
"2024-05-19","318220.48","38","8374.22"
"2019-12-20","210108.83","29","7245.13"
"2019-05-08","151009.71","29","5207.23"
"2022-05-24","243308.25","34","7156.13"
"2021-08-27","253900.04","32","7934.38"
"2016-03-08","93214.00","30","3107.13"
"2018-09-17","208296.37","27","7714.68"
"2017-05-08","154712.00","36","4297.56"
"2017-11-08","64852.00","22","2947.82"
"2022-09-25","313386.33","34","9217.25"
"2025-10-31","351188.75","41","8565.58"
"2022-07-20","231470.34","34","6807.95"
"2023-09-24","229971.92","35","6570.63"
"2022-10-21","217328.71","34","6392.02"
"2019-10-28","171973.34","29","5930.12"
"2020-09-29","236748.37","30","7891.61"
"2015-10-21","138144.00","32","4317.00"
"2017-12-11","101319.00","35","2894.83"
"2025-12-24","346250.72","48","7213.56"
"2017-01-09","114967.00","29","3964.38"
"2022-01-28","236002.93","33","7151.60"
"2023-02-28","289680.53","35","8276.59"
"2017-06-17","76332.00","24","3180.50"
"2015-07-01","52426.00","20","2621.30"
"2021-06-27","241359.94","31","7785.80"
"2020-02-12","241952.82","30","8065.09"
"2025-05-10","288303.82","41","7031.80"
"2016-05-05","98193.00","23","4269.26"
"2018-07-15","200313.86","26","7704.38"
"2021-01-12","269494.82","31","8693.38"
"2016-11-06","224440.00","32","7013.75"
"2018-03-11","226656.70","26","8717.57"
"2020-01-03","157300.18","30","5243.34"
"2025-01-20","304935.55","41","7437.45"
"2025-06-27","261697.70","41","6382.87"
"2024-11-19","266508.10","38","7013.37"
"2019-10-18","179246.53","29","6180.91"
"2017-11-13","85931.00","31","2771.97"
"2021-04-24","274889.59","32","8590.30"
"2015-09-02","47901.00","20","2395.05"
"2020-01-15","236918.93","30","7897.30"
"2025-02-04","239757.09","41","5847.73"
"2023-09-15","239043.72","36","6640.10"
"2025-01-30","266103.79","41","6490.34"
"2019-08-11","226045.48","29","7794.67"
"2018-05-04","192819.33","27","7141.46"
"2023-04-05","236816.15","35","6766.18"
"2016-01-06","65252.00","25","2610.08"
"2016-10-06","110233.00","22","5010.59"
"2015-03-02","86788.00","27","3214.37"
"2023-01-03","272438.05","36","7567.72"
"2015-02-11","60224.00","24","2509.33"
"2022-02-20","240026.18","33","7273.52"
"2017-08-05","99740.00","26","3836.15"
"2025-06-02","235511.05","41","5744.17"
"2024-02-14","280664.80","38","7385.92"
"2025-07-15","429247.27","41","10469.45"
"2023-09-29","315455.63","36","8762.66"
"2023-09-23","237911.55","36","6608.65"
"2023-04-08","255233.12","36","7089.81"
"2022-06-09","213446.54","34","6277.84"
"2018-10-18","205125.14","26","7889.43"
"2025-04-03","261221.02","41","6371.24"
"2025-09-01","286907.61","41","6997.75"
"2017-08-08","103350.00","34","3039.71"
"2020-05-16","212304.83","30","7076.83"
"2025-04-30","298036.37","41","7269.18"
"2026-01-03","316074.33","43","7350.57"
"2024-08-24","356909.31","39","9151.52"
"2017-09-03","110022.00","34","3235.94"
"2020-01-06","290633.46","30","9687.78"
"2021-02-11","204851.51","31","6608.11"
"2025-09-30","353168.57","41","8613.87"
"2018-03-21","221168.35","26","8506.48"
"2015-07-18","113968.00","26","4383.38"
"2022-06-05","236072.44","34","6943.31"
"2017-03-13","74035.00","21","3525.48"
"2024-09-22","210090.19","38","5528.69"
"2025-02-13","344274.14","41","8396.93"
"2021-06-05","262409.35","31","8464.82"
"2021-12-12","276649.91","32","8645.31"
"2020-09-21","251700.29","30","8390.01"
"2022-04-21","271892.69","34","7996.84"
"2021-05-04","213863.16","32","6683.22"
"2015-03-12","76620.00","26","2946.92"
"2020-06-09","218058.87","30","7268.63"
"2020-08-02","198172.77","30","6605.76"
"2018-06-28","153045.49","26","5886.37"
"2018-10-22","181414.31","26","6977.47"
"2016-12-22","81967.00","25","3278.68"
"2017-06-10","48580.00","24","2024.17"
"2025-11-07","255959.43","43","5952.54"
"2023-09-14","340428.57","35","9726.53"
"2020-01-21","195492.60","31","6306.21"
"2023-12-10","254631.22","36","7073.09"
"2025-11-18","296730.55","40","7418.26"
"2023-11-13","221505.81","35","6328.74"
"2024-08-05","292912.21","38","7708.22"
"2021-01-11","124938.63","31","4030.28"
"2023-07-21","236595.43","35","6759.87"
"2020-03-21","221277.55","30","7375.92"
"2017-01-26","76586.00","21","3646.95"
"2017-11-19","101437.00","25","4057.48"
"2015-06-05","69517.00","30","2317.23"
"2022-02-04","291548.17","34","8574.95"
"2024-06-27","226128.44","39","5798.17"
"2019-06-29","189288.49","28","6760.30"
"2015-01-14","39549.00","19","2081.53"
"2020-09-03","219107.25","30","7303.58"
"2021-07-27","255844.02","31","8253.03"
"2022-02-02","302403.55","34","8894.22"
"2024-12-19","245265.54","39","6288.86"
"2018-11-21","132468.78","26","5094.95"
"2024-05-18","260521.78","39","6680.05"
"2025-10-01","281098.46","40","7027.46"
"2019-02-01","221992.01","28","7928.29"
"2023-07-14","241609.32","36","6711.37"
"2020-10-23","228593.37","30","7619.78"
"2023-08-22","269061.62","35","7687.47"
"2017-02-12","47780.00","16","2986.25"
"2022-02-10","232092.08","34","6826.24"
"2021-02-08","199729.08","32","6241.53"
"2015-09-25","83500.00","21","3976.19"
"2021-05-25","218528.24","31","7049.30"
"2022-07-24","241578.88","34","7105.26"
"2023-12-18","221874.44","35","6339.27"
"2019-07-16","187675.28","29","6471.56"
"2020-08-17","255086.16","30","8502.87"
"2021-12-22","207530.89","32","6485.34"
"2018-12-10","186912.88","26","7188.96"
"2016-12-09","87765.00","21","4179.29"
"2024-10-05","303409.21","39","7779.72"
"2021-06-02","220580.87","31","7115.51"
"2017-09-16","98193.00","23","4269.26"
"2021-06-11","258043.01","31","8323.97"
"2023-09-30","216267.62","36","6007.43"
"2018-02-27","216079.80","27","8002.96"
"2019-09-03","233015.12","28","8321.97"
"2016-07-22","102761.00","19","5408.47"
"2023-12-27","320391.66","36","8899.77"
"2015-07-13","132535.00","34","3898.09"
"2025-06-22","263627.27","41","6429.93"
"2024-11-07","312715.62","38","8229.36"
"2019-10-03","160038.89","29","5518.58"
"2016-04-19","88796.00","24","3699.83"
"2020-05-23","216967.78","30","7232.26"
"2017-10-14","162220.00","44","3686.82"
"2017-11-17","113344.00","30","3778.13"
"2017-09-24","159802.00","31","5154.90"
"2019-05-02","224026.94","29","7725.07"
"2019-06-10","192859.44","29","6650.33"
"2020-09-01","180291.84","30","6009.73"
"2022-08-06","309055.53","33","9365.32"
"2017-06-18","99237.00","33","3007.18"
"2025-01-08","315414.69","41","7693.04"
"2022-07-11","224927.88","34","6615.53"
"2020-09-26","168501.47","30","5616.72"
"2022-04-07","186664.30","34","5490.13"
"2020-12-27","186747.79","30","6224.93"
"2025-11-08","312795.31","45","6951.01"
"2023-05-22","368753.91","36","10243.16"
"2018-12-11","169888.07","26","6534.16"
"2015-02-15","57275.00","20","2863.75"
"2022-06-18","230695.16","34","6785.15"
"2015-09-19","84124.00","30","2804.13"
"2023-01-06","306577.06","36","8516.03"
"2024-03-19","250665.91","38","6596.47"
"2016-03-13","109692.00","22","4986.00"
"2018-12-05","180657.90","27","6691.03"
"2017-05-04","80651.00","27","2987.07"
"2025-09-10","251368.09","41","6130.93"
"2015-12-26","79766.00","27","2954.30"
"2021-06-21","374355.17","31","12075.97"
"2016-08-08","31980.00","17","1881.18"
"2016-07-07","63469.00","21","3022.33"
"2018-10-07","203744.70","27","7546.10"
"2023-10-29","245222.37","35","7006.35"
"2017-02-22","149034.00","35","4258.11"
"2019-02-15","201310.08","29","6941.73"
"2016-07-04","66027.00","27","2445.44"
"2021-09-20","272657.32","31","8795.40"
"2025-05-29","246375.83","41","6009.17"
"2021-02-17","226090.86","31","7293.25"
"2015-04-06","104326.00","32","3260.19"
"2017-09-05","121421.00","36","3372.81"
"2023-10-02","185495.70","35","5299.88"
"2021-11-27","160723.62","32","5022.61"
"2019-02-11","184073.76","29","6347.37"
"2018-12-03","226808.70","27","8400.32"
"2023-03-04","242035.70","35","6915.31"
"2019-03-19","243665.15","28","8702.33"
"2018-07-05","203909.63","27","7552.21"
"2015-07-24","55451.00","21","2640.52"
"2024-04-25","244578.32","39","6271.24"
"2018-11-26","250688.39","27","9284.76"
"2021-10-02","194944.54","31","6288.53"
"2023-03-24","258338.38","36","7176.07"
"2020-08-14","278551.65","30","9285.06"
"2023-08-31","278208.02","35","7948.80"
"2024-03-06","320550.60","39","8219.25"
"2023-12-24","252225.49","35","7206.44"
"2021-06-13","212810.59","32","6650.33"
"2018-05-08","155024.62","27","5741.65"
"2022-10-11","216362.40","33","6556.44"
"2019-06-19","218875.85","28","7816.99"
"2022-04-28","194691.79","33","5899.75"
"2015-04-21","77579.00","22","3526.32"
"2018-01-04","168971.92","27","6258.22"
"2022-12-28","258044.73","34","7589.55"
"2017-06-24","105344.00","28","3762.29"
"2017-08-14","82535.00","22","3751.59"
"2025-02-27","272256.10","41","6640.39"
"2023-03-02","252465.99","36","7012.94"
"2017-01-16","92162.00","33","2792.79"
"2021-07-11","331094.32","31","10680.46"
"2018-10-01","146195.41","27","5414.64"
"2019-11-05","233065.35","29","8036.74"
"2018-09-16","159539.12","26","6136.12"
"2017-09-17","99108.00","29","3417.52"
"2016-01-07","62664.00","22","2848.36"
"2025-06-09","255880.10","41","6240.98"
"2017-11-06","93411.00","35","2668.89"
"2017-06-11","44306.00","22","2013.91"
"2022-07-26","263647.39","33","7989.31"
"2018-04-26","142501.98","26","5480.85"
"2018-06-21","102951.41","26","3959.67"
"2019-06-26","174411.16","29","6014.18"
"2022-12-24","222793.02","33","6751.30"
"2018-09-04","226524.97","27","8389.81"
"2023-10-26","260831.81","36","7245.33"
"2015-12-20","70727.00","21","3367.95"
"2019-02-27","305172.08","28","10899.00"
"2022-11-04","214971.09","34","6322.68"
"2018-02-05","229235.65","26","8816.76"
"2023-11-15","303759.48","36","8437.76"
"2017-04-20","95364.00","26","3667.85"
"2016-08-24","76924.00","20","3846.20"
"2023-09-02","222460.35","35","6356.01"
"2023-04-03","272576.85","36","7571.58"
"2016-01-24","107918.00","38","2839.95"
"2019-08-04","243435.84","29","8394.34"
"2023-10-14","217134.79","35","6203.85"
"2022-10-27","280351.16","34","8245.62"
"2021-07-29","223781.89","31","7218.77"
"2021-06-25","230696.53","32","7209.27"
"2023-12-26","294089.13","35","8402.55"
"2016-03-02","101725.00","29","3507.76"
"2015-10-27","77895.00","16","4868.44"
"2020-07-11","257454.50","30","8581.82"
"2016-07-12","82836.00","26","3186.00"
"2025-03-29","247331.27","41","6032.47"
"2019-07-14","181693.55","28","6489.06"
"2017-09-14","137460.00","32","4295.63"
"2019-11-17","197395.85","29","6806.75"
"2024-01-14","240487.28","38","6328.61"
"2019-02-03","242658.30","29","8367.53"
"2021-08-10","207954.54","31","6708.21"
"2025-05-12","290652.86","41","7089.09"
"2022-04-23","227877.17","34","6702.27"
"2020-05-18","223004.02","30","7433.47"
"2016-04-21","79889.00","22","3631.32"
"2020-08-16","229221.22","30","7640.71"
"2017-09-12","92605.00","25","3704.20"
"2015-06-10","56155.00","24","2339.79"
"2016-12-27","104550.00","23","4545.65"
"2019-09-06","233264.75","29","8043.61"
"2016-09-16","58903.00","24","2454.29"
"2015-03-04","50998.00","23","2217.30"
"2017-01-02","88985.00","22","4044.77"
"2016-03-27","86859.00","19","4571.53"
"2022-10-23","260976.75","33","7908.39"
"2021-06-16","248439.46","32","7763.73"
"2018-03-17","176102.74","27","6522.32"
"2022-06-11","243078.64","33","7366.02"
"2020-12-26","206386.47","30","6879.55"
"2019-04-06","222806.40","29","7682.98"
"2023-01-23","272775.60","35","7793.59"
"2019-03-15","222926.53","29","7687.12"
"2020-01-30","207178.49","31","6683.18"
"2017-08-16","110730.00","42","2636.43"
"2016-07-18","26971.00","15","1798.07"
"2022-02-22","354997.42","34","10441.10"
"2025-05-20","269260.51","41","6567.33"
"2020-12-05","261324.07","30","8710.80"
"2017-03-08","190094.00","32","5940.44"
"2018-09-02","164130.28","27","6078.90"
"2020-05-10","171352.87","31","5527.51"
"2023-03-13","195368.20","35","5581.95"
"2017-12-16","68054.00","24","2835.58"
"2017-09-27","120115.00","35","3431.86"
"2021-07-22","205700.14","32","6428.13"
"2018-08-23","151973.72","27","5628.66"
"2021-04-21","228269.66","31","7363.54"
"2018-09-29","139981.93","26","5383.92"
"2015-10-14","131381.00","29","4530.38"
"2025-09-29","276619.63","41","6746.82"
"2017-03-27","61741.00","15","4116.07"
"2015-12-24","76022.00","25","3040.88"
"2020-08-18","259375.91","30","8645.86"
"2016-10-22","31371.00","24","1307.13"
"2022-06-24","224368.75","33","6799.05"
"2017-09-08","105614.00","23","4591.91"
"2019-01-12","258561.07","29","8915.90"
"2025-07-28","280037.83","41","6830.19"
"2021-01-31","219546.28","31","7082.14"
"2019-04-05","222069.97","29","7657.59"
"2017-06-16","100325.00","31","3236.29"
"2025-05-30","286820.04","41","6995.61"
"2024-06-10","273122.61","39","7003.14"
"2019-04-07","226885.61","29","7823.64"
"2016-07-06","96591.00","22","4390.50"
"2017-04-22","57146.00","25","2285.84"
"2017-10-09","199174.00","30","6639.13"
"2023-07-12","237409.88","36","6594.72"
"2022-10-05","203888.93","33","6178.45"
"2022-09-08","221141.68","34","6504.17"
"2018-01-06","216949.19","27","8035.16"
"2023-12-06","205380.22","35","5868.01"
"2024-06-28","266504.42","38","7013.27"
"2025-02-25","282748.52","41","6896.31"
"2021-05-24","202280.13","31","6525.17"
"2017-05-11","54061.00","22","2457.32"
"2019-06-23","220765.68","29","7612.61"
"2017-04-13","64007.00","25","2560.28"
"2022-01-04","220857.84","34","6495.82"
"2017-02-01","82251.00","26","3163.50"
"2023-10-06","206739.54","35","5906.84"
"2015-09-23","65115.00","18","3617.50"
"2024-11-27","307758.07","38","8098.90"
"2015-10-23","62726.00","20","3136.30"
"2024-05-14","340662.68","38","8964.81"
"2019-11-27","165691.91","29","5713.51"
"2017-05-19","123997.00","31","3999.90"
"2017-07-09","45209.00","18","2511.61"
"2017-05-21","58260.00","26","2240.77"
"2018-09-24","189036.56","27","7001.35"
"2022-10-26","153613.42","34","4518.04"
"2018-01-14","211165.97","26","8121.77"
"2024-02-28","291665.83","38","7675.42"
"2019-07-05","221954.55","29","7653.61"
"2022-03-22","265322.69","33","8040.08"
"2017-05-01","63650.00","28","2273.21"
"2021-12-02","247073.15","31","7970.10"
"2024-09-24","259578.77","39","6655.87"
"2018-10-11","200803.34","27","7437.16"
"2018-09-06","164811.86","26","6338.92"
"2017-11-07","103331.00","33","3131.24"
"2021-06-22","219769.38","31","7089.33"
"2018-09-09","133897.43","26","5149.90"
"2022-04-18","204688.65","34","6020.25"
"2023-03-08","278768.17","36","7743.56"
"2021-05-27","256710.23","31","8280.98"
"2020-07-23","200046.57","30","6668.22"
"2020-03-14","250375.44","30","8345.85"
"2018-08-02","179361.85","26","6898.53"
"2019-07-19","197133.82","29","6797.72"
"2017-02-04","128404.00","26","4938.62"
"2022-01-10","217717.13","34","6403.45"
"2022-02-05","338565.47","34","9957.81"
"2015-11-04","87786.00","18","4877.00"
"2025-11-25","211570.92","33","6411.24"
"2020-07-30","201251.55","31","6491.99"
"2019-05-21","172935.43","29","5963.29"
"2016-02-14","58912.00","26","2265.85"
"2025-08-21","344979.59","41","8414.14"
"2017-03-02","96595.00","33","2927.12"
"2019-01-19","173620.34","29","5986.91"
"2018-02-03","228771.77","26","8798.91"
"2017-06-01","46572.00","22","2116.91"
"2021-02-27","216070.23","31","6970.01"
"2022-04-26","266411.48","34","7835.63"
"2019-08-17","225821.96","28","8065.07"
"2020-07-07","255209.94","30","8507.00"
"2018-07-14","202602.74","26","7792.41"
"2022-12-10","294650.69","34","8666.20"
"2020-06-25","217856.39","30","7261.88"
"2024-10-13","262971.96","38","6920.31"
"2020-03-16","242182.90","30","8072.76"
"2024-08-06","249361.55","38","6562.15"
"2021-10-10","198601.94","32","6206.31"
"2024-07-25","177527.81","38","4671.78"
"2024-04-02","245688.45","38","6465.49"
"2020-03-19","231506.02","30","7716.87"
"2016-07-09","58743.00","21","2797.29"
"2018-10-05","253509.20","26","9750.35"
"2023-09-11","251278.73","35","7179.39"
"2023-08-30","272223.59","35","7777.82"
"2018-11-17","217512.78","27","8056.03"
"2020-05-15","187939.12","30","6264.64"
"2020-08-22","229771.06","30","7659.04"
"2020-05-29","204333.44","30","6811.11"
"2017-12-10","152247.00","37","4114.78"
"2024-07-08","264828.67","39","6790.48"
"2019-04-29","206672.28","29","7126.63"
"2019-08-15","195244.72","28","6973.03"
"2019-08-16","259882.80","29","8961.48"
"2017-04-05","107292.00","32","3352.88"
"2015-11-07","91455.00","22","4157.05"
"2016-05-07","73705.00","27","2729.81"
"2018-07-26","147051.81","26","5655.84"
"2024-02-26","207956.80","38","5472.55"
"2021-07-24","232179.47","31","7489.66"
"2015-10-19","78214.00","30","2607.13"
"2024-05-25","344025.48","38","9053.30"
"2020-12-01","242194.78","31","7812.73"
"2019-06-17","283964.81","28","10141.60"
"2024-02-16","293065.07","38","7712.24"
"2018-06-06","149642.62","26","5755.49"
"2024-05-17","294189.11","39","7543.31"
"2020-01-04","214520.52","30","7150.68"
"2016-03-10","109151.00","24","4547.96"
"2025-09-16","264748.31","40","6618.71"
"2024-07-12","207298.32","38","5455.22"
"2025-12-30","326587.36","41","7965.55"
"2017-10-11","105017.00","31","3387.65"
"2023-04-20","227188.03","35","6491.09"
"2015-08-03","148355.00","34","4363.38"
"2025-12-11","244498.02","33","7409.03"
"2022-12-13","276645.23","34","8136.62"
"2017-11-20","60621.00","27","2245.22"
"2019-04-12","237080.05","29","8175.17"
"2016-04-23","39211.00","26","1508.12"
"2019-10-12","223396.52","29","7703.33"
"2020-07-12","164123.73","30","5470.79"
"2015-03-17","107741.00","22","4897.32"
"2018-06-30","216380.05","26","8322.31"
"2018-12-06","171273.52","26","6587.44"
"2017-12-06","65496.00","24","2729.00"
"2025-02-28","290285.06","41","7080.12"
"2020-11-25","184629.51","30","6154.32"
"2019-12-13","209925.11","29","7238.80"
"2019-06-08","134241.40","29","4629.01"
"2018-08-12","188962.73","26","7267.80"
"2015-09-26","67015.00","20","3350.75"
"2017-12-13","110366.00","32","3448.94"
"2022-01-12","228732.57","34","6727.43"
"2024-06-07","291779.62","39","7481.53"
"2020-04-06","235219.36","30","7840.65"
"2019-01-30","291510.45","28","10411.09"
"2017-11-02","74387.00","22","3381.23"
"2019-12-02","185660.70","29","6402.09"
"2023-12-16","170864.49","35","4881.84"
"2024-12-01","236407.36","39","6061.73"
"2016-08-17","80006.00","16","5000.38"
"2019-01-11","307546.57","29","10605.05"
"2023-08-03","250296.06","35","7151.32"
"2015-05-27","26238.00","16","1639.88"
"2021-08-17","277594.81","31","8954.67"
"2024-04-09","289349.34","38","7614.46"
"2025-01-19","273626.83","40","6840.67"
"2023-01-21","205410.33","36","5705.84"
"2022-01-05","249559.11","33","7562.40"
"2021-04-06","332790.38","32","10399.70"
"2018-11-10","165726.10","27","6138.00"
"2022-05-22","263547.08","33","7986.28"
"2020-08-06","150252.13","30","5008.40"
"2024-03-30","191329.90","38","5035.00"
"2018-04-28","246829.99","26","9493.46"
"2021-09-10","264488.15","31","8531.88"
"2025-06-18","242691.52","41","5919.31"
"2016-09-24","87530.00","26","3366.54"
"2015-03-05","106461.00","23","4628.74"
"2018-04-17","194882.60","26","7495.48"
"2021-02-24","182396.21","31","5883.75"
"2024-02-11","278550.90","38","7330.29"
"2025-07-13","310497.22","41","7573.10"
"2025-05-19","308532.76","41","7525.19"
"2022-11-30","240500.86","34","7073.55"
"2019-01-18","202302.97","29","6975.96"
"2022-11-02","300590.39","33","9108.80"
"2025-10-15","293343.14","41","7154.71"
"2019-01-25","291430.97","29","10049.34"
"2015-11-27","138109.00","27","5115.15"
"2016-09-12","72959.00","20","3647.95"
"2020-08-19","221468.39","30","7382.28"
"2021-03-25","212316.24","32","6634.88"
"2017-06-09","136937.00","41","3339.93"
"2023-04-01","286927.08","35","8197.92"
"2015-02-24","86815.00","20","4340.75"
"2015-12-13","86398.00","24","3599.92"
"2015-02-16","72569.00","30","2418.97"
"2015-12-12","76927.00","22","3496.68"
"2022-08-09","223925.94","33","6785.63"
"2020-09-25","228507.95","30","7616.93"
"2015-02-04","106857.00","31","3447.00"
"2021-05-01","234954.64","32","7342.33"
"2020-10-18","197235.46","30","6574.52"
"2020-09-13","181976.46","30","6065.88"
"2020-07-24","233283.92","30","7776.13"
"2016-07-25","58857.00","23","2559.00"
"2016-11-01","96240.00","23","4184.35"
"2018-09-25","236996.48","27","8777.65"
"2015-11-15","90049.00","21","4288.05"
"2025-09-13","278560.92","41","6794.17"
"2024-10-18","239224.47","38","6295.38"
"2025-04-11","270087.96","41","6587.51"
"2023-01-26","162384.39","36","4510.68"
"2020-01-26","205775.35","30","6859.18"
"2023-08-17","221737.98","35","6335.37"
"2024-03-17","384375.91","38","10115.16"
"2015-04-20","42154.00","19","2218.63"
"2022-11-08","209631.66","34","6165.64"
"2016-12-17","68560.00","25","2742.40"
"2024-06-03","263233.89","39","6749.59"
"2016-06-13","80001.00","26","3076.96"
"2016-04-08","75777.00","21","3608.43"
"2019-05-17","192846.64","29","6649.88"
"2016-10-21","58728.00","19","3090.95"
"2016-01-01","78404.00","25","3136.16"
"2018-08-27","183308.15","26","7050.31"
"2023-10-04","311002.16","36","8638.95"
"2025-09-14","260514.92","41","6354.02"
"2017-12-15","100253.00","32","3132.91"
"2017-07-11","137893.00","35","3939.80"
"2023-11-09","229881.74","35","6568.05"
"2019-06-02","225006.72","28","8035.95"
"2021-01-29","222993.30","31","7193.33"
"2022-05-25","274788.95","34","8082.03"
"2022-01-18","209678.38","33","6353.89"
